FID1 IID1 FID2 IID2 RT EZ Z0 Z1 Z2 PI_HAT PHE DST PPC RATIO
0 GSO-42 0 GSO-22 OT 0 1.0 0.0 0.0 0.0 -1 0.746092 0.5 2.0
0 GSO-42 0 GSO-78 OT 0 1.0 0.0 0.0 0.0 -1 0.684478 0.2919 1.5
0 GSO-42 0 GSO-65 OT 0 1.0 0.0 0.0 0.0 -1 0.672995 0.1367 1.1429
0 GSO-42 0 GSO-128 OT 0 1.0 0.0 0.0 0.0 -1 0.72645 0.5 2.0
0 GSO-42 0 GSO-116 OT 0 1.0 0.0 0.0 0.0 -1 0.726778 0.1367 1.1429
0 GSO-42 0 GSO-92 OT 0 1.0 0.0 0.0 0.0 -1 0.704466 0.2919 1.5
0 GSO-42 0 GSO-139 OT 0 1.0 0.0 0.0 0.0 -1 0.72626 0.0142 0.6667
0 GSO-42 0 GSO-123 OT 0 1.0 0.0 0.0 0.0 -1 0.705786 0.0502 0.875
0 GSO-42 0 GSO-97 OT 0 1.0 0.0 0.0 0.0 -1 0.702913 0.0502 0.875
0 GSO-42 0 GSO-138 OT 0 1.0 0.0 0.0 0.0 -1 0.668692 0.1367 1.1429
0 GSO-42 0 GSO-31 OT 0 1.0 0.0 0.0 0.0 -1 0.684803 0.0502 0.875
0 GSO-42 0 GSO-15 OT 0 1.0 0.0 0.0 0.0 -1 0.69458 0.0502 0.875
0 GSO-42 0 GSO-59 OT 0 1.0 0.0 0.0 0.0 -1 0.681909 0.0142 0.6667
0 GSO-42 0 GSO-58 OT 0 1.0 0.0 0.0 0.0 -1 0.702264 0.1367 1.1429
0 GSO-42 0 GSO-12 OT 0 1.0 0.0 0.0 0.0 -1 0.693484 0.2919 1.5
0 GSO-42 0 GSO-26 OT 0 1.0 0.0 0.0 0.0 -1 0.712766 0.5 2.0
0 GSO-42 0 GSO-86 OT 0 1.0 0.0 0.0 0.0 -1 0.709371 0.2919 1.5
0 GSO-42 0 GSO-94 OT 0 1.0 0.0 0.0 0.0 -1 0.71045 0.1367 1.1429
0 GSO-42 0 GSO-19 OT 0 1.0 0.0 0.0 0.0 -1 0.696577 0.0502 0.875
0 GSO-42 0 GSO-63 OT 0 1.0 0.0 0.0 0.0 -1 0.692526 0.5 2.0
0 GSO-38 0 GSO-111 OT 0 1.0 0.0 0.0 0.0 -1 0.675263 0.2919 1.5
0 GSO-38 0 GSO-20 OT 0 1.0 0.0 0.0 0.0 -1 0.712391 0.1367 1.1429
0 GSO-38 0 GSO-28 OT 0 1.0 0.0 0.0 0.0 -1 0.664803 0.1367 1.1429
0 GSO-38 0 GSO-115 OT 0 1.0 0.0 0.0 0.0 -1 0.699764 0.1367 1.1429
0 GSO-38 0 GSO-125 OT 0 1.0 0.0 0.0 0.0 -1 0.696184 0.7081 2.75
