FID1 IID1 FID2 IID2 RT EZ Z0 Z1 Z2 PI_HAT PHE DST PPC RATIO
0 GSO-43 0 GSO-121 OT 0 0.6852 0.1198 0.1949 0.2549 -1 0.781011 0.8633 4.0
0 GSO-43 0 GSO-93 OT 0 1.0 0.0 0.0 0.0 -1 0.71312 0.7081 2.75
0 GSO-43 0 GSO-66 OT 0 1.0 0.0 0.0 0.0 -1 0.717394 0.1367 1.1429
0 GSO-43 0 GSO-90 OT 0 1.0 0.0 0.0 0.0 -1 0.689973 0.2919 1.5
0 GSO-43 0 GSO-99 OT 0 1.0 0.0 0.0 0.0 -1 0.694406 0.5 2.0
0 GSO-43 0 GSO-69 OT 0 0.7894 0.2106 0.0 0.1053 -1 0.702753 0.0502 0.875
0 GSO-43 0 GSO-102 OT 0 0.7283 0.2717 0.0 0.1359 -1 0.739058 0.5 2.0
0 GSO-14 0 GSO-51 OT 0 0.845 0.1499 0.0051 0.08 -1 0.729565 0.7081 2.75
0 GSO-14 0 GSO-73 OT 0 1.0 0.0 0.0 0.0 -1 0.703173 0.2919 1.5
0 GSO-14 0 GSO-79 OT 0 0.8362 0.0787 0.0851 0.1244 -1 0.744802 0.8633 4.0
0 GSO-14 0 GSO-37 OT 0 1.0 0.0 0.0 0.0 -1 0.718131 0.0142 0.6667
0 GSO-14 0 GSO-105 OT 0 1.0 0.0 0.0 0.0 -1 0.737461 0.5 2.0
0 GSO-14 0 GSO-110 OT 0 1.0 0.0 0.0 0.0 -1 0.685833 0.0502 0.875
0 GSO-14 0 GSO-34 OT 0 0.7348 0.2242 0.041 0.1531 -1 0.748092 0.2919 1.5
0 GSO-14 0 GSO-137 OT 0 0.8937 0.0217 0.0846 0.0954 -1 0.738385 0.9498 6.5
0 GSO-14 0 GSO-126 OT 0 0.7772 0.1847 0.0381 0.1304 -1 0.742916 0.8633 4.0
0 GSO-14 0 GSO-44 OT 0 1.0 0.0 0.0 0.0 -1 0.712564 0.0142 0.6667
0 GSO-14 0 GSO-133 OT 0 1.0 0.0 0.0 0.0 -1 0.735028 0.1367 1.1429
0 GSO-14 0 GSO-33 OT 0 0.8737 0.0054 0.1209 0.1236 -1 0.747056 0.8633 4.0
0 GSO-14 0 GSO-84 OT 0 1.0 0.0 0.0 0.0 -1 0.690423 0.0502 0.875
0 GSO-14 0 GSO-35 OT 0 1.0 0.0 0.0 0.0 -1 0.710504 0.0502 0.875
0 GSO-14 0 GSO-70 OT 0 0.9017 0.0 0.0983 0.0983 -1 0.739079 0.2919 1.5
0 GSO-14 0 GSO-40 OT 0 1.0 0.0 0.0 0.0 -1 0.724778 0.1367 1.1429
0 GSO-14 0 GSO-89 OT 0 1.0 0.0 0.0 0.0 -1 0.703693 0.0031 0.5
0 GSO-14 0 GSO-112 OT 0 0.7154 0.2846 0.0 0.1423 -1 0.742046 0.1367 1.1429
0 GSO-14 0 GSO-25 OT 0 1.0 0.0 0.0 0.0 -1 0.681129 0.0502 0.875
0 GSO-14 0 GSO-130 OT 0 0.9226 0.0 0.0774 0.0774 -1 0.729199 0.5 2.0
0 GSO-14 0 GSO-39 OT 0 1.0 0.0 0.0 0.0 -1 0.716379 0.5 2.0
0 GSO-14 0 GSO-140 OT 0 1.0 0.0 0.0 0.0 -1 0.711519 0.2919 1.5
0 GSO-14 0 GSO-118 OT 0 1.0 0.0 0.0 0.0 -1 0.692521 0.0502 0.875
0 GSO-14 0 GSO-6 OT 0 0.9265 0.0 0.0735 0.0735 -1 0.729731 0.2919 1.5
0 GSO-14 0 GSO-24 OT 0 1.0 0.0 0.0 0.0 -1 0.699848 0.1367 1.1429
0 GSO-14 0 GSO-32 OT 0 1.0 0.0 0.0 0.0 -1 0.691461 0.0142 0.6667
0 GSO-14 0 GSO-75 OT 0 1.0 0.0 0.0 0.0 -1 0.699658 0.1367 1.1429
0 GSO-14 0 GSO-81 OT 0 1.0 0.0 0.0 0.0 -1 0.713995 0.0142 0.6667
0 GSO-14 0 GSO-13 OT 0 0.3104 0.6896 0.0 0.3448 -1 0.786804 0.7081 2.75
0 GSO-14 0 GSO-109 OT 0 1.0 0.0 0.0 0.0 -1 0.693323 0.0005 0.3636
0 GSO-14 0 GSO-48 OT 0 1.0 0.0 0.0 0.0 -1 0.703736 0.0142 0.6667
0 GSO-14 0 GSO-23 OT 0 0.8764 0.1236 0.0 0.0618 -1 0.701078 0.0142 0.6667
0 GSO-14 0 GSO-29 OT 0 1.0 0.0 0.0 0.0 -1 0.689362 0.5 2.0
0 GSO-14 0 GSO-91 OT 0 0.8797 0.0 0.1203 0.1203 -1 0.737524 0.0502 0.875
0 GSO-14 0 GSO-95 OT 0 0.6478 0.3522 0.0 0.1761 -1 0.743692 0.0929 1.0
0 GSO-14 0 GSO-114 OT 0 1.0 0.0 0.0 0.0 -1 0.712533 0.7081 2.75
0 GSO-14 0 GSO-17 OT 0 0.7966 0.058 0.1454 0.1744 -1 0.759915 0.5 2.0
0 GSO-14 0 GSO-134 OT 0 1.0 0.0 0.0 0.0 -1 0.698448 0.0142 0.6667
0 GSO-14 0 GSO-124 OT 0 0.689 0.0 0.311 0.311 -1 0.800886 0.0294 0.75
0 GSO-14 0 GSO-64 OT 0 1.0 0.0 0.0 0.0 -1 0.723019 0.1367 1.1429
0 GSO-14 0 GSO-60 OT 0 1.0 0.0 0.0 0.0 -1 0.6988 0.2919 1.5
0 GSO-14 0 GSO-104 OT 0 0.7465 0.1962 0.0573 0.1554 -1 0.749711 0.2919 1.5
0 GSO-14 0 GSO-143 OT 0 1.0 0.0 0.0 0.0 -1 0.697577 0.5 2.0
0 GSO-14 0 GSO-10 OT 0 1.0 0.0 0.0 0.0 -1 0.718259 0.1367 1.1429
0 GSO-14 0 GSO-1 OT 0 1.0 0.0 0.0 0.0 -1 0.714122 0.0031 0.5
0 GSO-14 0 GSO-142 OT 0 0.8433 0.0 0.1567 0.1567 -1 0.748109 0.8633 4.0
0 GSO-14 0 GSO-83 OT 0 0.8733 0.1081 0.0186 0.0726 -1 0.728858 0.1367 1.1429
0 GSO-14 0 GSO-72 OT 0 0.8678 0.0477 0.0845 0.1084 -1 0.741229 0.1367 1.1429
0 GSO-14 0 GSO-53 OT 0 0.8422 0.0721 0.0857 0.1217 -1 0.744242 0.1367 1.1429
0 GSO-14 0 GSO-101 OT 0 1.0 0.0 0.0 0.0 -1 0.680583 0.0031 0.5
0 GSO-14 0 GSO-103 OT 0 1.0 0.0 0.0 0.0 -1 0.70062 0.0142 0.6667
0 GSO-14 0 GSO-131 OT 0 1.0 0.0 0.0 0.0 -1 0.696942 0.0502 0.875
0 GSO-14 0 GSO-71 OT 0 1.0 0.0 0.0 0.0 -1 0.713186 0.1367 1.1429
0 GSO-14 0 GSO-80 OT 0 1.0 0.0 0.0 0.0 -1 0.715579 0.0142 0.6667
0 GSO-14 0 GSO-88 OT 0 0.6453 0.279 0.0757 0.2152 -1 0.764152 0.2919 1.5
0 GSO-14 0 GSO-121 OT 0 1.0 0.0 0.0 0.0 -1 0.700575 0.0142 0.6667
